"date","close","macd","stochfast","stochslow","stoch_volume","smi","rsi","dmi_dx","dmi_adx"
2010-08-06,19.59,1.83484280689066,0,55.548328646622,22.5257437070938,5.34627781690969,39.7425250707584,1.4476628133747,5.53838284400675
2010-08-09,19.6,0.597955325060329,0.423728634013357,34.2095906331878,46.7296511627907,1.64357606752263,39.7982253619054,2.0899699822846,5.29206763959803
2010-08-10,19.030001,-0.922896733158973,0,13.0294797738382,100,-2.80484232919511,37.6612475366889,7.90744402694082,5.47888023869394
2010-08-11,17.9,-3.33267102105158,0,2.9604800255998,43.3871722846442,-8.72602565006937,33.7878963158707,16.1666668529919,6.24229356828665
2010-08-12,17.6,-5.16878761332875,0,0.0941619186696242,30.9105805243446,-14.9146377669524,32.8227476363521,19.8382516429285,7.21343343076107
2010-08-13,18.32,-5.23402175602769,16.5517203329378,1.8861609963279,24.2392322097378,-19.2542875064459,37.4414073202776,13.4409605837127,7.65825679882904
2010-08-16,18.780001,-4.53243602748531,27.1264535341486,6.69221046666935,6.8937265917603,-21.7788130860421,40.2670587674161,9.43733975089423,7.78533415254798
2010-08-17,19.15,-3.49059788505955,35.6321757167412,15.5044715315391,2.45786516853933,-22.8013206772058,42.516134309821,2.74301978654109,7.42516884069035
2010-08-18,18.77,-3.27225263779135,26.896545541024,23.6270775825364,20.4119850187266,-24.1389830938693,40.8163566806624,0.643533108644717,6.94076628840137
2010-08-19,18.790001,-3.0314939635557,27.3563385387727,28.7611760191421,15.7427405807535,-25.4583219374699,40.9501732105058,3.65639037284794,6.70616800871899
2010-08-20,19.1,-2.39083592486682,34.4827506936205,29.8084299290965,0,-26.0269971926706,43.0976645679332,3.65639037284793,6.48832674901391
2010-08-23,20.129999,-0.552989545406968,69.1256557377049,34.398382171117,80.391758855171,-23.5720727815066,49.6496975357153,11.1560077626616,6.82173253570303
2010-08-24,19.200001,-0.651850793943032,56.1403662665381,42.161016937931,38.2726073277174,-21.3139231406682,44.6504802648681,10.4918119980927,7.08388106873086
2010-08-25,19.9,0.23870008470821,90.909126841552,56.320962945973,21.0392773774485,-17.5423881644541,48.8271052140888,5.21084018584544,6.95009243423905
2010-08-26,19.75,0.58093998129114,84.98027074319,67.5504094883265,13.9855881457424,-13.6868095593994,47.9913991453274,8.70502967121817,7.07544509402327
2010-08-27,19.700001,0.710751310805957,83.0040249027766,78.5664816871771,8.48472546432559,-9.99944027322916,47.6983431470351,7.237052397097,7.08698847281425
2010-08-30,19.870001,0.99847676373821,89.7233951475869,83.1812085702613,55.144552455498,-6.0296775380767,48.842199152658,11.3620532471036,7.39235024240635
2010-08-31,19.48,0.633735677402791,74.3083297661382,84.8485403441748,0,-3.39217658474363,46.3384058070725,6.883334566508,7.35599197984218
2010-09-01,20.450001,1.67634813999105,100,85.4194628359756,33.1228861330327,0.103795228488254,52.816989361788,18.2623873930438,8.1350202236423
2010-09-02,21.059999,3.0706713799358,100,87.2639782773739,32.2435174746336,4.62022166510958,56.3832319936023,24.3466887092302,9.29299654404143
2010-09-03,21.049999,3.82846586357941,99.5633185866019,93.100374807385,26.3246899661781,9.22818672660139,56.3080952537137,25.002535116675,10.4151064420867
2010-09-07,20.540001,3.53308444278673,77.2926538395868,94.5252911976587,4.76888387824126,12.3182260489732,52.4679336768523,21.9660318636132,11.2401725436243
2010-09-08,20.9,3.72586836508935,92.9515796930216,94.0252047924445,9.84216459977452,15.6131936000832,54.8107143988856,21.9660318636132,12.0063053521949
2010-09-09,20.709999,3.50385201957382,82.1428480320652,88.783400678897,19.7406989853439,18.2837989480355,53.3170590152962,23.316234826325,12.8141574574899
2010-09-10,20.17,2.58439066640728,52.1505399468172,83.2710668173098,20.913190529876,19.1057891739732,49.21236372286,5.10227886438848,12.2633089865541
2010-09-13,20.719999,2.66064141187936,81.7204104520543,77.2939830741683,30.0357344367124,20.9322624940238,53.1671158598443,5.10227886438848,11.7518068349709
2010-09-14,21.120001,3.15114425283689,100,75.2366351668569,85.3112657513635,22.7827708778094,55.8591870620555,15.9404295257347,12.0509941700254
2010-09-15,21.98,4.46005262711828,100,81.2894621424291,90.9347376340041,26.4968300178058,61.0439722907046,21.460375838532,12.723092860633
2010-09-16,20.940001,3.83090726338422,58.4000399999999,85.9990445389917,100,25.1555810526159,52.9449168268772,34.8263958498816,14.3019002170079
2010-09-17,20.23,2.44928739689654,30,80.9467211613393,40.1626801965048,20.1750434224047,48.2394308469788,15.7990302948288,14.4088380797094
2010-09-20,21.059999,2.58782112314204,63.19996,66.4888977777777,30.055568978014,16.6009418147848,53.4480368363832,16.1665606395173,14.5343896911243
2010-09-21,20.77,2.24102307167067,33.1491712707181,51.8165745856353,22.6373356273811,12.5626029597169,51.4981141028992,18.7138820431537,14.8329248591264
2010-09-22,19.870001,0.831348209414307,0,41.5886958379373,29.4744172709025,5.86146678836031,45.901300482731,3.92119098830282,14.0535152969247
2010-09-23,19.559999,-0.458172256765765,0,28.4274926457949,17.3978943918725,-1.85001652586919,44.1225411625981,0.674908212511203,13.0979005051809
2010-09-24,20.1,-0.554914077780311,22.314081688396,16.8680426922036,13.7438040227766,-7.78788953475853,47.9092959041324,0.118003340882078,12.1707649934452
2010-09-27,20.530001,-0.05098349388305,40.0827107096236,13.095560595237,5.43382997370727,-11.5578549683713,50.7702926854745,9.62294162682058,11.9887776101149
2010-09-28,21.4,1.36670478892107,76.0330677549306,24.793414915485,36.7388217067608,-11.8702742416451,56.032012305663,18.7548865155113,12.4720711033575
2010-09-29,21.98,2.92873644890617,100,46.3269367795026,69.2215001936567,-9.40209535318753,59.1654572530159,25.2170421706117,13.38242617959
2010-09-30,20.41,1.84046789043151,35.1239937504158,62.8558555692056,78.9688858286354,-10.8508236192558,48.9881504958679,8.96902794079469,13.0671834482474
2010-10-01,20.6,1.36251956993623,42.9752301755247,67.2635626550934,7.90414404872236,-12.8512228014497,50.1066755439551,8.96902794079469,12.774458054858
2010-10-04,20.99,1.52480636283006,59.090925995485,58.4940483725236,9.92982920693764,-13.768440341693,52.4131937765314,14.7043209268197,12.9123054028552
2010-10-05,21.120001,1.74925459934239,64.4628659244355,53.535377326979,0,-12.6418075908588,53.1900126042905,16.1935984939812,13.1466834807928
