"date","close","macd","stochfast","stochslow","stoch_volume","smi","rsi","dmi_dx","dmi_adx"
2013-05-25,131.98,6.48466235923748,94.3778801843318,98.8012459464072,50,42.915776589787,54.4479736014391,0.715593469059157,18.9117509240731
2013-05-26,133.48,6.9890816259885,100,98.7506400409626,50,46.4810896039803,55.7122684757716,4.16451154667442,17.8583766828303
2013-05-27,129.75,6.33357505325851,83.0300272975433,96.2404075389487,50,48.4091739164282,51.8578617749789,6.25272872569634,17.0294018287493
2013-05-28,129,5.61188738767648,76.7393561786086,92.3950190158176,50,48.7034408758202,51.0924406235554,6.25272872569635,16.2596394642456
2013-05-29,132.3,5.70748747845344,91.983695652174,87.6589300095948,50,49.2525009385031,54.2894207602597,2.22702027660121,15.257309522271
2013-05-30,128.8,4.89522559074147,59.2689295039166,82.1682715487974,50,48.3217474033785,50.5176452709123,3.51964859198157,14.4189051701074
2013-05-31,129,4.31280564456744,61.0095735422107,76.8896954623696,50,46.9793256710664,50.7283017359539,4.75247102899272,13.7284455885992
2013-06-01,129.3,3.90687045165268,63.620539599652,69.35035807542,50,45.5710423688108,51.0648299479755,4.7524710289927,13.0873045486273
2013-06-02,122.29,2.11293368289072,2.52613240418124,58.1463874322361,50,41.9342620089925,43.5754292455071,26.7379181796247,14.0623483794129
2013-06-03,122.22,0.936669756901543,0,41.9113289106285,50,37.6665370580449,43.5068098130343,26.7379181796247,14.9677462222852
2013-06-04,121.42,0.0188919825002465,0,21.7587833282287,50,33.0174423451662,42.6796247740259,23.1033782553408,15.5488627960748
2013-06-05,121.65,-0.501796335957172,1.90713101160866,7.84221504662479,50,28.5069441874056,43.015074889597,23.1033782553408,16.0884710431653
2013-06-06,118,-1.58002656107075,0,0.704488269710944,50,22.6736909487752,39.1040516970119,27.8490261702351,16.9285106950988
2013-06-07,111.5,-3.59600277986812,0,0.635710337202879,50,15.4271639044947,33.2978618650529,43.2604121218614,18.8093607970104
2013-06-08,108.3,-5.46852288726529,0,0.423806891468584,50,7.10579239658777,30.8679082772436,43.2604121218614,20.5558644630712
2013-06-09,100,-8.35013111145644,0,0.211903445734288,50,-0.105094960878894,25.6411548749275,60.32278530261,23.3963588087526
2013-06-10,106.35,-8.57728992094208,19.6594427244582,2.18438252493979,50,-3.70557544047185,34.7448907091304,57.3148207631708,25.819106091211
2013-06-11,108.9,-7.95597643035099,27.5541795665635,7.43034055727553,50,-4.95578710127697,38.0261935970869,57.3148207631708,28.068799996351
2013-06-12,108.15,-7.55476706471883,27.8156996587031,15.7669318850227,50,-5.31916052018904,37.4300404213208,50.8391888613548,29.6952563438513
2013-06-13,104,-8.07401876102727,13.6518771331058,21.2516333999021,50,-6.78616582518116,34.2320346937906,56.3209258714609,31.5970898815377
2013-06-14,99.98,-9.14609274431875,0,20.6131838999895,50,-9.70079009425937,31.4306370180872,58.3613001120056,33.508819183714
2013-06-15,99.99,-9.62128657161857,0.0448229493500265,13.7984481369597,50,-12.0055964937164,31.4456662087971,58.3613001120056,35.2839963928776
2013-06-16,99.51,-9.82331625089433,0,6.13434442484608,50,-14.1500615928794,31.0933770371573,58.3613001120056,36.9323752299582
2013-06-17,101.7,-9.21469797785748,9.89159891598915,2.63088276634944,50,-15.3731992703774,34.6885154127734,56.1645421747282,38.3061014402989
2013-06-18,107.4,-7.27184846064016,35.6368563685637,6.16774445547133,50,-14.3996509527519,43.0211736277821,28.2180571291101,37.5855268466426
2013-06-19,108.25,-5.69141896514704,47.2687939426717,16.4735695974574,50,-11.9849194536931,44.1651785623063,28.2180571291101,36.9164218668189
2013-06-20,110.15,-4.1269938894777,88.7406171809842,34.4413302226663,50,-7.94230159295041,46.7393655593375,17.0786520524805,35.4994383086518
2013-06-21,109.5,-3.21146970437727,93.890977443609,54.9271005874121,50,-3.81924014422723,45.9587316109697,15.2549825905375,34.053405757358
2013-06-22,108.3,-2.84891564006889,82.6127819548871,74.0878925154405,50,-1.28403117923512,44.4816710969306,15.624210362842,32.7370346577497
2013-06-23,107.6,-2.72048361318252,76.0338345864661,83.0758176813008,50,-0.046227135973684,43.6013687605364,18.3485802743062,31.7092879160751
2013-06-24,102.74,-3.72693180090076,30.3571428571428,78.5317477736598,50,-0.963634338913062,37.9812789327095,28.5402170005143,31.4829257078208
2013-06-25,103.95,-3.97926157500688,41.7293233082707,65.5179615705931,50,-2.16172778744899,40.0530603586602,28.5402170005143,31.2727322287275
2013-06-26,104,-4.03089288669491,42.1992481203007,50.15664160401,50,-3.42235690818173,40.1420444409775,28.5402170005143,31.0775525695694
2013-06-27,101.44,-4.58518387661963,18.1390977443608,40.4970760233918,50,-5.67714585755888,37.1051212459472,31.9549607211483,31.1402245803964
2013-06-28,94.65,-6.48165442960353,0,30.7435254803676,50,-9.69480545290785,30.5116451203234,46.2965213241959,32.2228172049536
2013-06-29,94.99,-7.44813832093116,2.1935483870967,20.3042956854502,50,-13.981321833353,31.1711904768181,46.2965213241959,33.2280817848994
2013-06-30,96.61,-7.48489515541445,12.6451612903225,10.6121890748376,50,-17.527198618122,34.3676651826519,46.2965213241959,34.161541751992
2013-07-01,88.05,-9.50275210856326,0,5.5566739429218,50,-22.6652549865031,27.1838465716284,56.6112291172102,35.7650908495076
2013-07-02,90.13,-10.0432829875592,9.41176470588234,5.74826059456039,50,-27.1196428753486,30.9602533786823,56.6112291172102,37.2541007257721
2013-07-03,77.53,-13.472029522348,0,5.14526670883407,50,-33.6004061384151,23.1334646209403,66.5251545476294,39.3448902844762
2013-07-04,80.53,-14.5980410212247,9.3837973099781,5.58491696866087,50,-37.0180799966621,27.8127041033145,70.0146531744262,41.5355876337583
2013-07-05,68.43,-18.3666919432407,0,4.17679155908011,50,-41.8836162000923,21.9964924808211,73.8313325696676,43.8424265577518
2013-07-06,70.28,-19.9480026352652,4.72300229767678,4.69846210372151,50,-45.953481950758,24.5929428078379,73.8313325696676,45.9844912728887
2013-07-07,74.56,-19.3482129278648,17.2336238403149,5.04969145062497,50,-47.8112849223494,30.3676953683256,73.9502035977787,47.982042153238
2013-07-08,76.52,-18.0053737354986,22.7438852965982,8.97377079780406,50,-48.1661139749681,32.9018264288731,53.5224798802396,48.3777877051667
2013-07-09,76.69,-16.7320922581227,23.2218161371942,14.4284958718543,50,-47.8857484844742,33.1291438495868,53.6087592160248,48.7514285273708
2013-07-10,86.76,-12.5891623132795,55.5286276885792,23.2660184256743,50,-44.0379909052306,45.0127725912519,26.1767752485657,47.1389532931705
2013-07-11,88.98,-9.0664909557141,72.9240596167495,35.1520175376669,50,-38.5055963878356,47.2388223104728,17.6465644988116,45.0323540935734
2013-07-12,93.59,-5.33118652489857,89.2831795599716,52.3227443811328,50,-31.7568005997596,51.6188962737535,9.81763323403081,42.5170168893204
2013-07-13,98.13,-1.60697901247142,100,70.1797343871716,50,-23.7117763162016,55.5339284571034,9.5967267271521,40.1655675920226
2013-07-14,94.69,-0.257346840098394,88.4175084175084,84.1826437799446,50,-16.8719601589832,52.0941104599463,10.390859741536,38.0388027455593
2013-07-15,98.4,1.61674444603466,100,92.0361595079678,50,-9.71646324409721,55.3092157101908,16.0390411065004,36.4673911999122
2013-07-16,97.45,2.45683211001833,96.8301634968302,94.5962075899253,50,-3.20928414768143,54.3041971952712,16.0390411065004,35.0082233360971
2013-07-17,98.5,3.19745338523916,100,96.721704869853,50,3.00603968650131,55.2716064550254,16.2494944519672,33.6683141300878
2013-07-18,90.58,1.38417670327895,73.6614566012637,94.7299395010292,50,6.27284226605574,47.1612522368401,6.61992761737171,31.7362865220367
2013-07-19,92.17,0.669805807656165,77.5690999291283,90.950260013924,50,8.92890553503933,48.7859895222535,6.61992761737173,29.9422608859892
2013-07-20,89.39,-0.564836227980392,61.9465329991646,81.6554740175603,50,9.66341389880379,46.1159706010721,6.61992761737171,28.2763799382308
2013-07-21,90.76,-0.932716069382244,64.786169244768,74.3010498036678,50,10.1807247879334,47.6368862867421,9.45115191291555,26.9317207935654
2013-07-22,91.61,-0.898940891540478,68.4089867033471,68.0689534055442,50,10.371215077308,48.606144118324,9.31063343143564,25.6730716962704
2013-07-23,95.56,0.250767964678644,74.9574105621806,67.5106730700707,50,10.4441244479016,52.9633960091899,3.54515916420346,24.0925065154085
2013-07-24,94.51,0.658497284125525,58.0882352941177,67.1943208908023,50,9.98554131036209,51.7084081634574,3.54515916420346,22.6248388474653
2013-07-25,96.9,1.55628316834426,82.4368825466521,69.4544141636547,50,10.5150671071445,54.3593996280183,7.06906175589112,21.5137119123528
2013-07-26,96.02,1.8243676917282,72.7771679473106,70.0266051945196,50,11.0824612526061,53.2013454484327,7.44950208316677,20.5091254959824
2013-07-27,94.12,1.41867840639984,51.92096597146,70.6577589618282,50,10.9864940044157,50.6904094766599,1.82528164049577,19.1745652205905
