"date","close","macd","stochfast","stochslow","stoch_volume","smi","rsi","dmi_dx","dmi_adx"
2013-05-25,3.12,-6.18842566523498,62.5000000000001,56.9850206262258,50,-1.50935141365909,35.9005453312991,40.2570147468147,48.0337915629866
2013-05-26,3.25,-4.97056798380084,89.5833333333334,64.763671919028,50,1.57566289294712,40.7394266986024,30.2193069952263,46.7613283795752
2013-05-27,3.1,-5.2770135166181,58.3333333333334,68.7681747480896,50,3.30352513646525,37.245623198586,32.9998222488715,45.7783636559535
2013-05-28,3.09,-5.42577714949248,44.7368421052632,69.2308930082019,50,4.16305629340486,37.0177011020274,32.9998222488715,44.8656106983048
2013-05-29,3.1,-5.31317614760405,47.3684210526316,61.5009746588694,50,3.85789923879739,37.4300470182748,32.9998222488715,44.0180543804881
2013-05-30,2.97,-6.16382404326243,0,48.3552631578948,50,1.59197616533801,34.2873325530213,39.0649661101943,43.6642623611814
2013-05-31,2.96,-6.63868736202063,0,32.2124756335283,50,-0.281078519226149,34.0504956784262,46.1849519896813,43.84431162036
2013-06-01,2.83,-7.85289156722087,0,15.4970760233918,50,-3.05548110408261,31.0480321745504,46.1849519896813,44.0115002181686
2013-06-02,2.73,-9.27868371694002,0,5.26315789473685,50,-6.4299742367542,28.9344875359972,54.0503590701827,44.7285615647411
2013-06-03,2.73,-9.97970182910752,0,2.77555756156289e-15,50,-9.83966360522249,28.9344875359973,54.0503590701827,45.3944042437012
2013-06-04,2.87,-9.01169711095141,26.9230769230769,2.991452991453,50,-11.3645347452323,36.0074912158371,39.2933839228107,44.9586170779233
2013-06-05,2.86,-8.28648245477926,25,8.76068376068377,50,-12.3548183623964,35.7339125609234,31.1740836384073,43.9740075465293
2013-06-06,2.75,-8.58939855923623,3.84615384615385,14.957264957265,50,-14.5151584331886,32.7832551459375,34.3779762311007,43.2885767382844
2013-06-07,2.6,-9.8966246868342,0,15.1709401709402,50,-18.4610638685855,29.2378424375348,43.658432907934,43.3149950361165
2013-06-08,2.56,-10.8659633161568,0,9.82905982905983,50,-22.91449778706,28.357137309506,43.658432907934,43.3395263126749
2013-06-09,2.38,-12.872762928846,0,3.63247863247863,50,-25.4994382938824,24.7449592975432,57.8018055868478,44.3725462608301
2013-06-10,2.49,-12.8782157839102,15.2777777777778,2.12488129154797,50,-25.9161591495518,30.5657918853411,57.8018055868478,45.3317790698314
2013-06-11,2.4,-13.4448930780374,2.77777777777778,3.70370370370372,50,-26.615476690561,28.6155599236431,59.7941954164194,46.3648088088734
2013-06-12,2.38,-13.7135500727205,0,5.70987654320989,50,-27.1539325421842,28.1851882028906,59.7941954164194,47.3240507094124
2013-06-13,2.27,-14.6524021527038,0,4.320987654321,50,-28.9177298765027,25.8797722144813,61.8814990423416,48.3638684474788
2013-06-14,2.13,-16.3247724300863,0,2.31481481481482,50,-32.6013206077796,23.2708526382998,65.2786596822997,49.5720678213945
2013-06-15,2.11,-17.2780007071996,0,0.308641975308645,50,-36.7321504410621,22.9154543289389,66.2053712605569,50.7601609241919
2013-06-16,2.13,-17.3450251666001,2.63157894736842,0.292397660818716,50,-40.2773160801687,24.1627525602314,66.9185181775596,51.9143292994324
2013-06-17,2.28,-15.4949561765713,22.3684210526316,3.07017543859649,50,-41.6948168674274,32.9284643298707,50.9136761468271,51.8428540742463
2013-06-18,2.31,-13.6854243213392,26.6666666666667,8.81091617933723,50,-41.774806201807,34.5576778486644,42.5050734561425,51.1758697443818
2013-06-19,2.3,-12.3506090105645,29.6875,17.2654727095517,50,-41.1521287152888,34.2589489630941,42.5050734561425,50.5565271523647
2013-06-20,2.29,-11.3434683905677,36.734693877551,24.8309016589092,50,-39.993536563752,33.9429634970664,35.9178505182926,49.5109073927881
2013-06-21,2.87,-4.48268794461197,100,37.5815157934519,50,-32.5734290152152,58.0885738663442,2.21350261299495,46.1325213370886
2013-06-22,2.92,0.300212110023979,100,55.1384164777022,50,-26.0945693299595,59.4641513732695,32.8576445977003,45.1843158557037
2013-06-23,3.12,5.12868184388977,100,78.1285430839002,50,-18.5738521853838,64.4853240594179,32.8576445977003,44.3038393372749
2013-06-24,2.87,5.50851635096088,75.2475247524752,90.2202465144474,50,-14.240148123317,55.2692827413853,21.0813058279226,42.6450869437497
2013-06-25,2.82,5.11887695694109,70.2970297029703,91.1991199119912,50,-11.7181290122423,53.6187841157555,21.0813058279226,41.1048168640478
